Dancers,Mx4rvVjgjJwpEbGdrcN5Y29ycA,Dancer-Performer
Dutch people,Mx4rvViNRpwpEbGdrcN5Y29ycA,DutchPerson
Fires,Mx4rJVWDE7ZqEdmFRAACs6hRjg,Fire-CombustionProcess
Immigrants,Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rdzoMHJmWEdaAAAACs1uxFx4rvViIeZwpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromTypeFn, :Person, :immigrant, :Country]"
Glaciers,Mx4rvgD8xJwpEbGdrcN5Y29ycA,Glacier
Reptiles,Mx4rvVjyMJwpEbGdrcN5Y29ycA,Reptile
Routes,Mx4r7k80XssQEdmAAAACs6hRjg,TravelRoute
Barons,Mx4rwNcrupwpEbGdrcN5Y29ycA,Baron
Nuns,Mx4rvgHzmJwpEbGdrcN5Y29ycA,Nun
Feminists,Mx8Ngh4rwBtg95wpEbGdrcN5Y29ycB4rvkshiJwpEbGdrcN5Y29ycA,"[:BelieverFn, :Feminism]"
Symbols,Mx4rwKrQNpwpEbGdrcN5Y29ycA,SymbolicThing
Ruins,Mx4rvXFBK5wpEbGdrcN5Y29ycA,RuinedArtifact
Temples,Mx4rwQwW0ZwpEbGdrcN5Y29ycA,Temple
Russian people,Mx4rvgD1_JwpEbGdrcN5Y29ycA,RussianPerson
Capitals,Mx4rvVjylZwpEbGdrcN5Y29ycA,CapitalCityOfRegion
Springs,Mx4rvgESBJwpEbGdrcN5Y29ycA,Spring-WaterSource
Metropolitan areas,Mx4rVylQ3r7qQdeO3dd51Ybqhw,MetropolitanArea
Murderers,Mx4rv1UvdZwpEbGdrcN5Y29ycA,Murderer
Explorers,Mx4rvVkFYZwpEbGdrcN5Y29ycA,Explorer
Sailors,Mx4rvVic85wpEbGdrcN5Y29ycA,CrewMemberOnShip
Duchesses,Mx4rwOcFjJwpEbGdrcN5Y29ycA,Duchess
Holidays,Mx4rvViptZwpEbGdrcN5Y29ycA,Holiday
Aviators,Mx4rwQFCFMr_EdmAAAACs6hRjg,Aviator
Missionaries,Mx4rLHi5MCBjEdiNYwACs6hnlQ,Missionary
Film producers,Mx4rvssetJwpEbGdrcN5Y29ycA,Producer-Movie
Mexican people,Mx4rvVi-bpwpEbGdrcN5Y29ycA,MexicanPerson
Gangs,Mx4rvWh8GJwpEbGdrcN5Y29ycA,Gang
Firearms,Mx4rvVigDpwpEbGdrcN5Y29ycA,Gun-Portable
Catholic priests,Mx4rwQBwwpwpEbGdrcN5Y29ycA,CatholicPriest
Middle schools,Mx4rvVjkAJwpEbGdrcN5Y29ycA,MiddleSchool
Occupations,Mx4rvVii2ZwpEbGdrcN5Y29ycA,PersonTypeByOccupation
Protests,Mx4rvVjO95wpEbGdrcN5Y29ycA,PublicProtesting
Spanish people,Mx4rvVj8RpwpEbGdrcN5Y29ycA,SpanishPerson
