Airhead,airhead,umbel#PersonTypes,HexalateralObject,TacticalArea
Airlift,airlift,umbel#Events,Translocation
AirlineCompany,airline,Business,CommercialServiceOrganization,TransportationCompany_Provider
AirlineIndustry,airline industry,TransportationIndustry
AirlineReservation,flight reservation,TravelReservation
Airliner,"",umbel#Products
Airplane,airplane,AirTransportationVehicle,FixedWingAircraft,FuelPoweredDevice
AirplaneCabin,airplane cabin,AircraftCabin
AirplaneCargoBay,cargo bay,umbel#Products
AirplaneCockpit,cockpit,PassengerCompartment
AirplaneControlWorkStation,airplane control work station,umbel#Products,WorkStation
AirplaneCopilot,copilot,AircraftCrewMember,Driver_TransportationProfessional,UpperMiddleClass
AirplaneCrash,plane crash,umbel#Events
AirplaneCrash_Accidental,airplane accident,AirplaneCrash,VehicleAccident
AirplaneFuselage,fuselage,AirplanePart,MechanicalDevice
AirplaneHijacking,airplane hijacking,Hijacking
AirplaneLanding,airplane landing,Landing_Aircraft
AirplanePart,airplane part,VehiclePart
AirplanePilot,airplane pilot,AircraftCrewMember,Aviator,UpperMiddleClass
AirplaneRunway,runway,PathForWheeledVehicles,Straight
AirplaneRunway_DisplacedThreshold,displaced threshold runway,FlatRegion,OutdoorLocation,PathForWheeledVehicles
AirplaneRunway_Overrun,runway overrun,FlatRegion,NonNaturalThing,OutdoorLocation
AirplaneRunway_TouchdownZone,runway touchdown zone,PathForWheeledVehicles,Straight
AirplaneTailAssembly,tail assembly,AirplanePart,MechanicalDevice
AirplaneTakeOff,airplane takeoff,TakeOff_Flight
AirplaneTicket,airline ticket,Ticket
AirplaneTrip,airplane trip,ServiceEvent,TemporallyContinuousThing
AirplaneWing,wing,AirplanePart,MechanicalDevice
Airplane_repair,airplane repair,SimpleRepairing
AirportOrganization,airport,SingleSiteOrganization,TravelOrganization
AirportTerminalBuilding,airport terminal,Building,ModernShelterConstruction,Terminal_TransferPoint
Airport_Physical,airport,AircraftLandingAndTakeoffFacility,FixedStructure
AirsoftGun,airsoft gun,umbel#Products
AirsoftTeam,airsoft team,SportsTeam
Airsoft_SportsGameCW,Airsoft,umbel#Activities
AirspaceRegion,airspace,umbel#AbstractLevel
Airwaves,airwave,umbel#NaturalPhenomena,ElectromagneticRadiation
AirySpheroid,the Airy spheroid,OblateSpheroid
Aisle_PathArtifact,aisle,PathArtifact,SpaceInAHOC
AkanLanguage,Akan,umbel#Notations
AlabamaBeachMouse,Alabama beach mouse,umbel#Animals
AlabamaCaveShrimp,Alabama cave Shrimp,Crustacean
AlabamaCavefish,Alabama Cavefish,Fish
AlabamaLampmussel,Alabama Lampmussel,Invertebrate
AlabamaMoccasinshell,Alabama Moccasinshell,Invertebrate
AlabamaRedbellyTurtle,Alabama redbelly Turtle,Turtle
Alabaster,alabaster,Mineral
AlamosaSpringsnail,Alamosa Springsnail,Snail
Alanine,alanine,AminoAcid
AlarmClock,alarm clock,Clock
AlarmDevice,alarm,Artifact_NonAgentive,PoweredDevice,TriggerableDevice
AlarmForHome,home alarm,AlarmDevice
AlarmProtected,alarm protected,LimitedAccess
AlarmSignal,alarm,umbel#AudioInfo,Signal
AlarmSound,alarm sound,AlarmSignal,SoundInformationBearingThing
AlaskanMalamute,Malamute,WorkingDog_FunctionalGroup
AlaskanPipeline,the Alaskan pipeline,umbel#Facilities
AlawiteIslam,Alawite Islam,umbel#Society
AlbanianLanguage,Albanian,umbel#Notations
AlbanianOrthodoxReligion,Albanian Orthodox,umbel#Society
AlbanianPerson,Albanian,EuropeanCitizenOrSubject
AlbedoFeature_Topographical,albedo feature,umbel#Earthscape,TopographicalFeature
Albite,albite,Plagioclase
Album_CW,album,AudioConceptualWork
Album_IBO,album,RecordedSoundProduct
Albuterol,Airet,Bronchodilator
AlbuterolSulfate,albuterol sulfate,Bronchodilator
Alchemy,alchemy,umbel#TopicsCategories
AlcoholAndNarcoticsIndustry,alcohol and narcotics industry,Industry_Localized
Alcohol_Compound,alcohol,umbel#NaturalSubstances,BiochemicallyHarmfulSubstance,InanimateObject,Liquid_StateOfMatter,OrganicMaterial
Alcoholic,alcoholic,HomoSapiens,Person
AlcoholicBeverage,alcoholic beverage,ArtificialMaterial,Drink,LuxuryItem,Mixture
AlcoholicBeverageBuyer,wine and spirits buyer,Buyer_Professional,FoodWorker
AlcoholicsAnonymous_Organization,Alcoholics Anonymous,umbel#Organizations
Alcoholism,alcoholism,Addiction
AlderTree,alder tree,BirchOrder,DeciduousPlant,Tree_ThePlant
Alder_tree_wood,alder tree wood,Wood
AldinoCar,Aldino,FerrariCar
Aldosterone,aldosterone,Corticosteroid
AleBeer,ale,Beer
AleutLanguage,Aleut,umbel#Notations
AleutianCanadaGoose,Aleutian Canada Goose,Goose_Bird
AlexanderTechnique,the Alexander Technique,AlternativeMedicineHealthCareEvent
Alexandrite,alexandrite,Chrysoberyl
AlfaEnzoCar,Enzo,AlfaRomeoCar
AlfaRomeo164Car,164,AlfaRomeoCar
AlfaRomeoCar,Alfa Romeo automobile,ItalianCar,LuxuryCar
Alfa_RomeoGTV6Car,Alfa-Romeo GTV6,AlfaRomeoCar
AlfredoSauce,alfredo sauce,Sauce
Algae,algae,AquaticOrganism,Plant
AlgaeSubkingdom,algae subkingdom,Plant
Algae_LikeProtist,algae-like protist,EukaryoticCell,ProtistaKingdom,SingleCellOrganism
Algebra,algebra,umbel#TopicsCategories
AlgebraicNumber,algebraic number,RealNumber
AlgonquianLanguageFamily,Algonquian language,Algonquian_WakashanLanguageFamily
Algonquian_WakashanLanguageFamily,Algonquian-Wakashan language,NaturalLanguage
Algorithm,algorithm,umbel#Notations,AspatialInformationStore,MathematicalOrComputationalThing
AlimentaryCanal,alimentary canal,AnimalBodyPart,ExternalAnatomicalPart
AlkaliMetalElementType,alkali metal,umbel#TopicsCategories
AlkalineEarthMetalElementType,alkaline earth metal,umbel#TopicsCategories
AlkalinizingSomething,alkalinizing,umbel#Activities,IntrinsicStateChangeEvent
Alkaloid,alkaloid,umbel#Chemistry,ChemicallyBasicSubstance,OrganicMaterial
Alkane,alkane,umbel#Chemistry,Hydrocarbon
AlkaneMolecule,alkane molecule,HydrocarbonMolecule
Alkaptonuria,alkaptonuria,GeneticDisorder
AllAroundGymnasticsSportsEvent,all around gymnastics sports event,GymnasticsSportsEvent,IndividualSportsCompetition
AllEmployeeShareOwnershipPlan,AESOP,EconomicAgreement
AllFemaleSchool,all-female school,EducationalOrganization
AllMaleSchool,all-male school,EducationalOrganization
AllWeatherTire,all-weather tire,AutomobileTire
AllWeather_PathArtifact,all weather route,PathArtifact
All_TerrainVehicle,all-terrain vehicle,LandTransportationVehicle
Allanite,allanite,Mineral
AllegorizingSomething,allegorizing,umbel#Activities,IntrinsicStateChangeEvent
AllergicReaction,allergic reaction,AilmentCondition
Allergist,allergist,Doctor_Medical
AllergyAndImmunologySpecialist,allergy and immunology specialist,Allergist,Immunologist
AllergyTestingOrganization,allergy testing facility,MedicalCareOrganization
Alley,alley,Utility_RoadClassification
Alliance_Organization,alliance,Organization
Alligator,alligator,Crocodilian
Alligator_hides,alligator hides,Hide_Product
Allocation,"",umbel#Activities
Allotment,allotment,umbel#WrittenInfo,Assignment_Obligation
Allotment_Collective,allotment-collective,Allotment
Allowance,allowance,umbel#FinanceEconomy,Agreement
Allusion,allusion,Communicating,PropositionalConceptualWork
AlluvialFan,alluvial fan,LandTopographicalFeature,NaturalThing
Alluvium,alluvium,Sediment
AllylAlcohol,allyl alcohol,umbel#NaturalSubstances,PartiallyTangible
AllylAmine,allyl amine,umbel#NaturalSubstances,PartiallyTangible
AllylChloroformate,allyl chloroformate,umbel#NaturalSubstances,PartiallyTangible
Almanac,almanac,ReferenceWork
Almandine,almandine,Garnet_Gem
Almond,almond,EdibleFruit,Nut_TheFruit
AlmondTree,almond tree,DeciduousPlant,FruitTree
AlmostTransparent,almost transparent,umbel#Attributes,PartiallyTangible
Aloe_Plant,aloe,LilyOrder,Succulent_Plant
AlphaAdrenergicBlockingAgent,"",umbel#Drugs
AlphaAndBetaBlockingAgent,alpha and beta blocking agent,BetaBlocker
AlphaEmissionSensor,alpha emission sensor,AtomicParticleSensor
AlphaEmitter,alpha emitter,Isotope,RadioactiveStuff
AlphaProcessorArchitecture,Alpha chip architecture,RISCArchitecture
AlphabeticWriting,alphabetic writing,WritingSystem
AlphabeticalList,alphabetical list,List_Information
AlpineCombinedSportsEvent,alpine combined sports event,AlpineSkiingSportsEvent
AlpineSkiingSportsEvent,alpine skiing event,RacingSportsEvent,SnowSkiingSportsEvent
Alprazolam,alprazolam,Anxiolytic,Depressant
AlsatianDialect,Schwyzerdutsch,umbel#Notations
AlsinidendronObovatum,Alsinidendron obovatum,Plant
AlsinidendronTrinerve,Alsinidendron trinerve,Plant
AltaicLanguageFamily,Altaic language,UralicAndAltaicLanguageFamily
AltarBoy,altar boy,AltarServer,MaleHuman,YoungHuman
AltarServer,altar server,ChristianPerson
AltarStage,altar,StageForIndoorPerformances
AltarTable,communion table,Table_PieceOfFurniture
AlternateRoute,alternate route,Bypass_Path,Roadway
AlternatingCurrent,alternating current,Electricity
Alternation,"",umbel#Activities
Alternative,alternative thing,Abnormal_Unusual
AlternativeCountryMusicPerformer,alternative country music performer,MusicPerformanceAgent
AlternativeFinancialTradingSystem,electronic communication network,FinancialExchange,PrivatelyHeldOrganization
AlternativeFuelEnergyCompany_Commercial,alternative fuel energy company commercial,CommercialEnergyCompany
AlternativeInvestmentMarket,AIM,umbel#FinanceEconomy
AlternativeMedicine,alternative health,umbel#TopicsCategories
AlternativeMedicineEventTypeByModality,alternative medical care modality,FacetInstanceCollection,TemporalStuffType
AlternativeMedicineHealthCareEvent,alternative medical care,HealthCare
AlternativeMedicinePractitioner,alternative medical practitioner,HealthProfessional
AlternativeMedicineSpecialistType,alternative medicine occupation type,umbel#TopicsCategories,FacetInstanceCollection
AlternativeMusic,alternative music,Music
AlternativeMusicPerformance,alternative music performance,MusicalPerformance
AlternativeRockBand,alternative rock band,RockBand
AlternativeRockMusic,alternative rock,Alternative,AlternativeMusic,RockMusic
AlternativeRockMusicPerformer,alternative rock music performer,RockMusicPerformer
Alternative_physics,alternative physics,Alternative,BeliefSystem
Alternative_science,alternative science,Alternative,BeliefSystem
Alternator,alternator,CurrentSource,ElectricalGenerator,MechanicalAutoPart
Altimeter,altimeter,Gauge
Altitude,altitude,Distance
AltoCumulusCloud,altocumulus cloud,Middle_LevelCloud
AltoStratusCloud,altostratus cloud,Middle_LevelCloud,SheetOfSomeStuff
Alto_Singer,alto,FemaleHuman,Singer
Aluminum,aluminum,GrayColor,UnalloyedMetal
AluminumChloride,aluminum chloride,InorganicCompound,IonicCompound,Salt_ChemicalSubstance,StrongElectrolyte
AluminumFoil,aluminum foil,Aluminum,ConsumableProduct,DisposableProduct,FreeSheet
AluminumHydroxide,aluminum hydroxide,Antacid,Electrolyte,InorganicCompound,IonicCompound,Salt_ChemicalSubstance
AluminumIndustry,aluminum industry,Industry_Localized,ManufacturingEconomicSector
AluminumNitrate,Al(NO3)3,Crystalline,IonicCompound,StrongElectrolyte
AluminumOxide_AlO2,aluminum oxide,umbel#Chemistry,InorganicCompound,Oxide
AluminumSulfate,aluminum sulfate,InorganicCompound,IonicCompound,Salt_ChemicalSubstance,StrongElectrolyte
AluminumSulfide,aluminum sulfide,Electrolyte,InorganicMaterial,IonicCompound,Opaque,Solid_StateOfMatter,ToxicSubstance
AlumniOrganization,alumni organization,SocialOrganization
AlveolarDuct,alveolar duct,AnatomicalVessel,Sac_Organic
AlveolarSac,alveolar sac,umbel#Animals,AnimalBodyRegion,Sac_Organic
Alveolus,alveolus,AnimalBodyPart,Sac_Organic
AlzheimersDisease,Alzheimers,Dementia
AmateurActivity,amateur thing,umbel#Activities
AmateurBoxing_SportCW,amateur boxing,umbel#Activities
AmateurRadioBroadcasting,ham radio,AmateurActivity,RadioBroadcasting
AmateurRadioEquipment,amateur radio equipment,RadioReceiver,RadioTransmitter
AmateurRadioOperator,amateur radio operator,HomoSapiens,Person
AmateurSportsEvent,amateur sports event,SportsEvent
AmateurSportsTeam,amateur sports team,SportsTeam
AmateurSportsTeamTypeBySponsor,type of amateur sports team classified by sponsor,ConventionalClassificationType,ExistingObjectType,FacetInstanceCollection
AmateurVideoCamera,camcorder,VideoCamera
Amateur_astronomer,amateur astronomer,Astronomer
Amateur_astronomy,amateur astronomy,HobbyActivity
Amateur_aviation,amateur aviation,HobbyActivity
Amateur_fashion_model,amateur fashion model,FashionModel
Amateur_film_director,amateur film director,Director_Movie
Amazon_Warrior,amazon,AdultFemaleHuman,MythologicalThing
Ambassador,ambassador,Minister_Diplomatic
Amber,amber,Resin
AmbidextrousHuman,ambidextrous person,HomoSapiens,Person
AmbientMusicPerformer,ambient music performer,MusicPerformanceAgent
Ambivalence,ambivalence,FeelingAttribute
Amblygonite,amblygonite,Mineral
Amblyopia,lazy eye,AilmentCondition
Ambulance,ambulance,HumanlyOccupiedSpatialObject,RescueVehicle,RoadVehicle_GasolineEngine,SpecialPurposeVehicle,WheeledTransportationDevice
Ambulation,ambulation,umbel#AbstractLevel
AmbushAndSnipingExpert,ambush and sniping expert,HomoSapiens,Person
AmbushSite,ambush site,CoverProvidingTerrain
AmbushingATangible,ambushing,SurpriseAttack
AmbushingAnEnemy,ambushing,AmbushingATangible,MilitaryTask_Offensive
Amdoxovir,amdoxovir,DrugSubstance
Amendment_PCW,amendment PCW,TextualPCW
Amenity,amenities,ConstructionArtifact,Facility_Generic
AmericanAutomobile,American car,Automobile_GasolineEngine
AmericanBasketballAssociation,the ABA,umbel#Organizations
AmericanBison,American bison,Buffalo
AmericanBlackBear,American black bear,Bear_Animal
AmericanBuryingBeetle,American burying Beetle,Beetle
AmericanChaffseed,American chaffseed,FloweringPlant
AmericanCoot,American coot,Coot
AmericanCrocodile,American Crocodile,Crocodile
AmericanDepositoryReceipt,American Depository receipt,DepositoryReceipt
AmericanEnglishDialect,American English,umbel#Notations
AmericanHistory,U.S. history,umbel#TopicsCategories
AmericanHockeyLeague,the American Hockey League,umbel#Organizations
AmericanKennelClub,The American Kennel Club,umbel#Organizations
AmericanLarchTree,hackmatack,LarchTree
AmericanLeagueCentral_Baseball,American League Central,umbel#Organizations
AmericanLeagueEast_Baseball,American League East,umbel#Organizations
AmericanLeagueWest_Baseball,American League West,umbel#Organizations
AmericanLeague_Baseball,the American League,umbel#Organizations
AmericanPeregrineFalcon,American peregrine falcon,Falcon
AmericanRevolution,the American Revolution,umbel#Events
AmericanRevolutionaryLeader,American Revolutionary leader,NationalistLeader
AmericanRhea,American rhea,Rhea
AmericanSamoaAncientCivilization,"",umbel#Geopolitical
AmericanSignLanguage,American Sign Language,umbel#Notations
AmericanSouthwestConference,American Southwest Conference,umbel#Organizations
AmericanStudies,American studies,umbel#TopicsCategories
AmericanStyleFastFoodCuisine,fast-food,DistinctivelyUnitedStatesCuisine
AmericanWaterSpaniel,American Water spaniel,Spaniel,SportingDog_FunctionalGroup
American_football_equipment,American football equipment,TemporalStuffType
Americium,americium,ArtificialMaterial,RadioactiveStuff,UnalloyedMetal
Amethyst_Gem,amethyst,Quartz,SemipreciousStone
AmharicLanguage,Amharic,umbel#Notations
AmideIon,amide ion,PolyatomicAnion
Amine,amine,umbel#NaturalSubstances,OrganicMaterial
AminoAcid,amino acid,Monomer,OrganicChemicalObject
AminoAcidTypeByChemicalSpecies,type of amino acid classified by chemical species,ChemicalObjectTypeByChemicalSpecies,FacetInstanceCollection
AminoRadical,amino radical,MolecularRadical
Amir_HeadOfState,amir,Monarch_HeadOfState
AmishReligion,Amish,umbel#Society
Ammonia,ammonia,AmmoniaAndAmmoniumSalts,ChemicallyBasicSubstance,InorganicCompound,ToxicSubstance,WeakElectrolyte
AmmoniaAndAmmoniumSalts,"the union of { ammonia, salts in the sets of ?OBJ such that ammonium ions are the type of cation found in every compound decomposable into ions }",umbel#Chemistry,PartiallyTangible
Ammonia_solution,ammonia solution,AqueousSolution,LiquidTangibleThing
AmmoniumBromide,ammonium bromide,InorganicCompound,IonicCompound,Salt_ChemicalSubstance,StrongElectrolyte
AmmoniumCarbonate,ammonium carbonate,Crystalline,InorganicCompound,IonicCompound,StrongElectrolyte
AmmoniumChloride,ammonium chloride,InorganicCompound,IonicCompound,Salt_ChemicalSubstance,StrongElectrolyte
AmmoniumHydroxide,ammonium hydroxide,Ammonia_solution,InorganicCompound,WeakElectrolyte
AmmoniumIon,ammonium ion,PolyatomicCation
AmmoniumNitrate,ammonium nitrate,Crystalline,ExplosiveMaterial,Fertilizer,InorganicMaterial,IonicCompound,StrongElectrolyte
AmmoniumPhosphate,ammonium phosphate,umbel#Chemistry,InorganicCompound,NoOdor,Opaque,Solid_StateOfMatter,ToxicSubstance
AmmoniumPicrate,trinitrophenolate,umbel#Chemistry,HighExplosive
AmmoniumSulfate,ammonium sulfate,Crystalline,InorganicCompound,IonicCompound,StrongElectrolyte
Ammunition,ammunition,Group
AmmunitionBelt,ammunition belt,umbel#Products
AmmunitionShip,ammunition ship,UnderwayReplenishmentShip
Amnesty,amnesty,Pardon
AmnioticSac,amniotic sac,AnimalBodyPart,ExternalAnatomicalPart,Sac_Organic
Amoeba,amoeba,Protozoan
